"GEONAME_ID","COUNTRY_ISO_CODE","COUNTRY_NAME","SUBDIVISION_1_NAME","CITY_NAME"
"764749","PL","Poland","Mazovia","Milanówek"
"764777","PL","Poland","Warmia-Masuria","Mikołajki"
"764849","PL","Poland","Subcarpathian Voivodeship","Mielec"
"764850","PL","Poland","Mazovia","Miekoszyn"
"764860","PL","Poland","Subcarpathian Voivodeship","Miejsce Piastowe"
"764862","PL","Poland","Lublin","Międzyrzec Podlaski"
"764880","PL","Poland","Świętokrzyskie","Miedziana Gora"
"764917","PL","Poland","Lesser Poland Voivodeship","Miechow"
"764948","PL","Poland","Łódź Voivodeship","Michalowice"
"764969","PL","Poland","Świętokrzyskie","Gmina Michałów"
"765017","PL","Poland","Lublin","Melgiew"
"765028","PL","Poland","Subcarpathian Voivodeship","Medyka"
"765042","PL","Poland","Lesser Poland Voivodeship","Mecina"
"765120","PL","Poland","Świętokrzyskie","Maslow"
"765153","PL","Poland","Mazovia","Marynin"
"765156","PL","Poland","Lublin","Marynin"
"765191","PL","Poland","Mazovia","Marki"
"765260","PL","Poland","Lesser Poland Voivodeship","Marcinkowice"
"765274","PL","Poland","Lesser Poland Voivodeship","Maniowy"
"765328","PL","Poland","Mazovia","Malkinia Gorna"
"765356","PL","Poland","Lublin","Malinie"
"765421","PL","Poland","Subcarpathian Voivodeship","Mala"
"765435","PL","Poland","Subcarpathian Voivodeship","Makowiska"
"765573","PL","Poland","Mazovia","Magnuszew"
"765600","PL","Poland","Mazovia","Maciejowice"
"765621","PL","Poland","Subcarpathian Voivodeship","Machnowka"
"765654","PL","Poland","Lesser Poland Voivodeship","Lysa Gora"
"765688","PL","Poland","Subcarpathian Voivodeship","Lutkow"
"765698","PL","Poland","Lesser Poland Voivodeship","Luszowice Gorne"
"765749","PL","Poland","Lublin","Lukow"
"765761","PL","Poland","Subcarpathian Voivodeship","Lukawiec"
"765804","PL","Poland","Lublin","Gmina Ludwin"
"765818","PL","Poland","Lesser Poland Voivodeship","Luczyce"
"765835","PL","Poland","Lublin","Lubycza Krolewska"
"765851","PL","Poland","Lesser Poland Voivodeship","Luborzyca"
"765876","PL","Poland","Lublin","Lublin"
"765927","PL","Poland","Lublin","Lubartow"
"765932","PL","Poland","Subcarpathian Voivodeship","Lubaczow"
"765957","PL","Poland","Lesser Poland Voivodeship","Lososina Dolna"
"765981","PL","Poland","Świętokrzyskie","Lopuszno"
"766027","PL","Poland","Podlasie","Łomża"
"766041","PL","Poland","Mazovia","Lomianki Dolne"
"766042","PL","Poland","Mazovia","Lomianki"
"766073","PL","Poland","Mazovia","Lochow"
"766137","PL","Poland","Mazovia","Lipsko"
"766142","PL","Poland","Podlasie","Lipsk"
"766193","PL","Poland","Świętokrzyskie","Lipnik"
"766301","PL","Poland","Lesser Poland Voivodeship","Limanowa"
"766307","PL","Poland","Warmia-Masuria","Lidzbark Warmiński"
"766332","PL","Poland","Subcarpathian Voivodeship","Lezajsk"
"766359","PL","Poland","Subcarpathian Voivodeship","Letownia"
"766370","PL","Poland","Mazovia","Lesznowola"
"766373","PL","Poland","Mazovia","Leszno"
"766452","PL","Poland","Subcarpathian Voivodeship","Lesko"
"766477","PL","Poland","Mazovia","Leoncin"
"766522","PL","Poland","Subcarpathian Voivodeship","Leki Gorne"
"766555","PL","Poland","Mazovia","Legionowo"
"766583","PL","Poland","Lublin","Leczna"
"766609","PL","Poland","Lesser Poland Voivodeship","Lazy Biegonickie"
"766617","PL","Poland","Świętokrzyskie","Lazy"
"766641","PL","Poland","Mazovia","Laziska"
"766675","PL","Poland","Mazovia","Latowicz"
"766722","PL","Poland","Subcarpathian Voivodeship","Laskowka"
"766728","PL","Poland","Podlasie","Laskowiec"
"766733","PL","Poland","Świętokrzyskie","Laskowa"
"766783","PL","Poland","Podlasie","Łapy"
"766793","PL","Poland","Lesser Poland Voivodeship","Lapczyca"
"766795","PL","Poland","Lesser Poland Voivodeship","Lapanow"
"766810","PL","Poland","Subcarpathian Voivodeship","Lancut"
"766867","PL","Poland","Świętokrzyskie","Laczna"
"766927","PL","Poland","Podlasie","Kuznica"
"767020","PL","Poland","Świętokrzyskie","Kunow"
"767156","PL","Poland","Lesser Poland Voivodeship","Ksiaz Wielki"
"767237","PL","Poland","Lublin","Krzywda"
"767241","PL","Poland","Subcarpathian Voivodeship","Krzywcza"
"767349","PL","Poland","Podlasie","Krypno"
"767358","PL","Poland","Podlasie","Krynki"
"767374","PL","Poland","Lesser Poland Voivodeship","Krynica-Zdroj"
"767410","PL","Poland","Mazovia","Krusze"
"767470","PL","Poland","Subcarpathian Voivodeship","Krosno"
"767498","PL","Poland","Lesser Poland Voivodeship","Krolowka"
"767604","PL","Poland","Świętokrzyskie","Krasocin"
"767605","PL","Poland","Lublin","Krasnystaw"
"767623","PL","Poland","Lublin","Krasnik"
"767653","PL","Poland","Subcarpathian Voivodeship","Krasne"
"767690","PL","Poland","Mazovia","Krakowiany"
"767775","PL","Poland","Mazovia","Kozlow Biskupi"
"767814","PL","Poland","Mazovia","Kozienice"
"767873","PL","Poland","Mazovia","Kowalicha"
"767887","PL","Poland","Podlasie","Kowale"
"767908","PL","Poland","Mazovia","Kotuń"
"767938","PL","Poland","Świętokrzyskie","Koszyce"
"767940","PL","Poland","Lesser Poland Voivodeship","Koszyce"
"768002","PL","Poland","Mazovia","Kosów Lacki"
"768081","PL","Poland","Lesser Poland Voivodeship","Korzenna"
"768094","PL","Poland","Mazovia","Korytow"
"768116","PL","Poland","Warmia-Masuria","Korsze"
"768136","PL","Poland","Subcarpathian Voivodeship","Korczyna"
"768137","PL","Poland","Lesser Poland Voivodeship","Korczyna"
"768155","PL","Poland","Subcarpathian Voivodeship","Kopytowa"
"768168","PL","Poland","Subcarpathian Voivodeship","Kopki"
"768186","PL","Poland","Mazovia","Kopcie"
"768216","PL","Poland","Mazovia","Konstancin-Jeziorna"
"768217","PL","Poland","Lublin","Końskowola"
"768218","PL","Poland","Świętokrzyskie","Gmina Końskie"
"768253","PL","Poland","Lesser Poland Voivodeship","Koniusza"
"768259","PL","Poland","Lesser Poland Voivodeship","Konina"
"768271","PL","Poland","Podlasie","Koniecbor"
"768286","PL","Poland","Podlasie","Konarzyce"
"768317","PL","Poland","Łódź Voivodeship","Komorow"
"768329","PL","Poland","Świętokrzyskie","Komorki"
"768333","PL","Poland","Subcarpathian Voivodeship","Kombornia"
"768340","PL","Poland","Lublin","Komarowka"
"768785","PL","Poland","Podlasie","Kolno"
"768805","PL","Poland","Subcarpathian Voivodeship","Kolbuszowa"
"768807","PL","Poland","Mazovia","Kołbiel"
"768827","PL","Poland","Subcarpathian Voivodeship","Kolaczyce"
"768858","PL","Poland","Lesser Poland Voivodeship","Kocmyrzow"
"768903","PL","Poland","Mazovia","Kobylnica"
"758390","PL","Poland","Świętokrzyskie","Starachowice"
"758393","PL","Poland","Świętokrzyskie","Gmina Stąporków"
"758445","PL","Poland","Subcarpathian Voivodeship","Stalowa Wola"
"758526","PL","Poland","Podlasie","Sowlany"
"758574","PL","Poland","Mazovia","Sońsk"
"758603","PL","Poland","Świętokrzyskie","Solec-Zdroj"
"758626","PL","Poland","Mazovia","Sokołów Podlaski"
"758633","PL","Poland","Subcarpathian Voivodeship","Sokołów Małopolski"
"758651","PL","Poland","Podlasie","Sokółka"
"758680","PL","Poland","Podlasie","Sochonie"
"758682","PL","Poland","Mazovia","Sochaczew"
"758693","PL","Poland","Lesser Poland Voivodeship","Sobolow"
"758697","PL","Poland","Mazovia","Sobolew"
"758704","PL","Poland","Świętokrzyskie","Sobkow"
"758746","PL","Poland","Podlasie","Śniadowo"
"758905","PL","Poland","Lesser Poland Voivodeship","Slomniki"
"758952","PL","Poland","Łódź Voivodeship","Slawno"
"759007","PL","Poland","Lesser Poland Voivodeship","Skrzyszow"
"759022","PL","Poland","Lesser Poland Voivodeship","Skrzydlna"
"759027","PL","Poland","Mazovia","Skrzeszew"
"759083","PL","Poland","Subcarpathian Voivodeship","Skopanie"
"759092","PL","Poland","Subcarpathian Voivodeship","Skolyszyn"
"759123","PL","Poland","Łódź Voivodeship","Skierniewice"
"759141","PL","Poland","Świętokrzyskie","Skarzysko-Kamienna"
"759234","PL","Poland","Subcarpathian Voivodeship","Sietesz"
"759248","PL","Poland","Świętokrzyskie","Sieroslawice"
"759277","PL","Poland","Lublin","Siennica Nadolna"
"759282","PL","Poland","Mazovia","Siennica"
"759320","PL","Poland","Podlasie","Siemiatycze"
"759389","PL","Poland","Warmia-Masuria","Siedliska"
"759412","PL","Poland","Mazovia","Siedlce"
"759426","PL","Poland","Podlasie","Sidra"
"759482","PL","Poland","Warmia-Masuria","Sępopol"
"759503","PL","Poland","Podlasie","Sejny"
"759504","PL","Poland","Subcarpathian Voivodeship","Sedziszow Malopolski"
"759591","PL","Poland","Subcarpathian Voivodeship","Sanok"
"759603","PL","Poland","Świętokrzyskie","Sandomierz"
"759680","PL","Poland","Świętokrzyskie","Gmina Sadowie"
"759734","PL","Poland","Subcarpathian Voivodeship","Rzeszów"
"759779","PL","Poland","Łódź Voivodeship","Gmina Rzeczyca"
"759786","PL","Poland","Mazovia","Rzeczniow"
"759852","PL","Poland","Lublin","Ryki"
"759859","PL","Poland","Lesser Poland Voivodeship","Ryglice"
"759995","PL","Poland","Lesser Poland Voivodeship","Rupniow"
"760054","PL","Poland","Lublin","Rudnik"
"760062","PL","Poland","Subcarpathian Voivodeship","Rudna Wielka"
"760084","PL","Poland","Podlasie","Rudka"
"760155","PL","Poland","Lublin","Ruda"
"760158","PL","Poland","Świętokrzyskie","Ruda"
"760163","PL","Poland","Subcarpathian Voivodeship","Ruda"
"760166","PL","Poland","Warmia-Masuria","Ruciane-Nida"
"760209","PL","Poland","Lesser Poland Voivodeship","Roznowice"
"760343","PL","Poland","Subcarpathian Voivodeship","Ropczyce"
"760488","PL","Poland","Warmia-Masuria","Reszel"
"760490","PL","Poland","Mazovia","Repki"
"760524","PL","Poland","Mazovia","Reguly"
"760527","PL","Poland","Łódź Voivodeship","Regnow"
"760584","PL","Poland","Łódź Voivodeship","Rawa Mazowiecka"
"760607","PL","Poland","Mazovia","Raszyn"
"760624","PL","Poland","Subcarpathian Voivodeship","Ranizow"
"760632","PL","Poland","Subcarpathian Voivodeship","Rakszawa"
"760663","PL","Poland","Mazovia","Rajszew"
"760672","PL","Poland","Podlasie","Rajgród"
"760680","PL","Poland","Lublin","Radzyn Podlaski"
"760684","PL","Poland","Mazovia","Radzymin"
"760711","PL","Poland","Mazovia","Radziejowice"
"760724","PL","Poland","Mazovia","Radzanow"
"760727","PL","Poland","Subcarpathian Voivodeship","Radymno"
"760745","PL","Poland","Świętokrzyskie","Radoszyce"
"760778","PL","Poland","Mazovia","Radom"
"760825","PL","Poland","Podlasie","Raczki"
"760828","PL","Poland","Subcarpathian Voivodeship","Raclawowka"
"760831","PL","Poland","Lesser Poland Voivodeship","Raclawice"
"760871","PL","Poland","Subcarpathian Voivodeship","Pysznica"
"760892","PL","Poland","Mazovia","Gmina Puszcza Mariańska"
"760896","PL","Poland","Subcarpathian Voivodeship","Pustkow"
"760914","PL","Poland","Podlasie","Puńsk"
"760917","PL","Poland","Mazovia","Pułtusk"
"760924","PL","Poland","Lublin","Puławy"
"760951","PL","Poland","Lublin","Puchaczow"
"760960","PL","Poland","Mazovia","Psucin"
"761006","PL","Poland","Lesser Poland Voivodeship","Przyszowa"
"761008","PL","Poland","Mazovia","Przysucha"
"761095","PL","Poland","Subcarpathian Voivodeship","Przybowka"
"761131","PL","Poland","Subcarpathian Voivodeship","Przeworsk"
"761168","PL","Poland","Subcarpathian Voivodeship","Przemysl"
"707872","PL","Poland","Subcarpathian Voivodeship","Gurne"
"761218","PL","Poland","Mazovia","Przasnysz"
"761228","PL","Poland","Mazovia","Pruszków"
"761255","PL","Poland","Subcarpathian Voivodeship","Pruchnik"
"761258","PL","Poland","Lesser Poland Voivodeship","Proszowice"
"761264","PL","Poland","Warmia-Masuria","Prosna"
"761273","PL","Poland","Mazovia","Promna"
"761371","PL","Poland","Subcarpathian Voivodeship","Potok"
"761437","PL","Poland","Lesser Poland Voivodeship","Poronin"
"761461","PL","Poland","Lesser Poland Voivodeship","Poreba Spytkowska"
"761469","PL","Poland","Mazovia","Poreba"
"761546","PL","Poland","Lublin","Poniatowa"
"761561","PL","Poland","Mazovia","Pomiechowek"
"761607","PL","Poland","Mazovia","Gmina Policzna"
"761652","PL","Poland","Świętokrzyskie","Gmina Połaniec"
"761685","PL","Poland","Subcarpathian Voivodeship","Pogwizdow"
"761705","PL","Poland","Mazovia","Pogorzel"
"761838","PL","Poland","Lublin","Podlesie"
"761878","PL","Poland","Mazovia","Podkowa Leśna"
"761921","PL","Poland","Lesser Poland Voivodeship","Podegrodzie"
"761978","PL","Poland","Mazovia","Pniewy"
"762021","PL","Poland","Mazovia","Płońsk"
"762118","PL","Poland","Lublin","Piszczac"
"762120","PL","Poland","Warmia-Masuria","Pisz"
"762138","PL","Poland","Subcarpathian Voivodeship","Pisarowce"
"762199","PL","Poland","Mazovia","Pionki"
"762201","PL","Poland","Świętokrzyskie","Pinczow"
"762203","PL","Poland","Subcarpathian Voivodeship","Pilzno"
"762223","PL","Poland","Mazovia","Pilawa"
"762275","PL","Poland","Świętokrzyskie","Pierzchnica"
"762293","PL","Poland","Mazovia","Pienkow"
"762331","PL","Poland","Świętokrzyskie","Piekoszow"
"762381","PL","Poland","Mazovia","Piastow"
"762423","PL","Poland","Mazovia","Piaseczno"
"762424","PL","Poland","Mazovia","Piaseczno"
"762506","PL","Poland","Mazovia","Pecice"
"762617","PL","Poland","Mazovia","Parzniew"
"762643","PL","Poland","Lublin","Parczew"
"762769","PL","Poland","Mazovia","Ozarow Mazowiecki"
"762788","PL","Poland","Mazovia","Otwock"
"762792","PL","Poland","Mazovia","Otrebusy"
"762850","PL","Poland","Mazovia","Ostrow Mazowiecka"
"762851","PL","Poland","Lublin","Ostrow Lubelski"
"762863","PL","Poland","Świętokrzyskie","Ostrowiec Świętokrzyski"
"762873","PL","Poland","Mazovia","Ostrowek"
"762903","PL","Poland","Lesser Poland Voivodeship","Ostrow"
"762909","PL","Poland","Mazovia","Ostrołęka"
"762958","PL","Poland","Mazovia","Osowiec"
"762967","PL","Poland","Mazovia","Osow"
"763006","PL","Poland","Subcarpathian Voivodeship","Osiek Jasielski"
"763028","PL","Poland","Warmia-Masuria","Orzysz"
"763066","PL","Poland","Warmia-Masuria","Orneta"
"763084","PL","Poland","Lesser Poland Voivodeship","Orlow"
"763107","PL","Poland","Lublin","Gmina Opole Lubelskie"
"763111","PL","Poland","Łódź Voivodeship","Opoczno"
"763121","PL","Poland","Świętokrzyskie","Opatow"
"763165","PL","Poland","Warmia-Masuria","Olsztynek"
"763166","PL","Poland","Warmia-Masuria","Olsztyn"
"763251","PL","Poland","Podlasie","Olmonty"
"763260","PL","Poland","Subcarpathian Voivodeship","Oleszyce"
"763263","PL","Poland","Lesser Poland Voivodeship","Olesno"
"763291","PL","Poland","Warmia-Masuria","Olecko"
"763325","PL","Poland","Lublin","Okszow"
"763327","PL","Poland","Świętokrzyskie","Oksa"
"763351","PL","Poland","Lesser Poland Voivodeship","Okocim"
"763401","PL","Poland","Subcarpathian Voivodeship","Odrzykon"
"763445","PL","Poland","Lesser Poland Voivodeship","Ochmanow"
"763517","PL","Poland","Subcarpathian Voivodeship","Nozdrzec"
"763521","PL","Poland","Lesser Poland Voivodeship","Nowy Wisnicz"
"763523","PL","Poland","Lesser Poland Voivodeship","Nowy Targ"
"763534","PL","Poland","Lesser Poland Voivodeship","Nowy Sącz"
"763545","PL","Poland","Świętokrzyskie","Nowy Korczyn"
"763556","PL","Poland","Mazovia","Nowy Dwor Mazowiecki"
"763636","PL","Poland","Podlasie","Nowiniki"
"763659","PL","Poland","Mazovia","Nowe Miasto nad Pilica"
"763764","PL","Poland","Świętokrzyskie","Nowa Slupia"
"763765","PL","Poland","Subcarpathian Voivodeship","Nowa Sarzyna"
"763783","PL","Poland","Subcarpathian Voivodeship","Nowa Deba"
"763829","PL","Poland","Subcarpathian Voivodeship","Nisko"
"763850","PL","Poland","Podlasie","Niewodnica Korycka"
"763901","PL","Poland","Mazovia","Nieporęt"
"763903","PL","Poland","Lesser Poland Voivodeship","Niepolomice"
"763913","PL","Poland","Subcarpathian Voivodeship","Nienadowka"
"763921","PL","Poland","Subcarpathian Voivodeship","Niemstow"
"763945","PL","Poland","Lublin","Niemce"
"763982","PL","Poland","Lesser Poland Voivodeship","Niedzwiedz"
"763987","PL","Poland","Lublin","Niedzwiada"
"763999","PL","Poland","Lublin","Niedrzwica Koscielna"
"764000","PL","Poland","Lublin","Niedrzwica Duza"
"764002","PL","Poland","Lesser Poland Voivodeship","Niedomice"
"764026","PL","Poland","Subcarpathian Voivodeship","Niechobrz"
"764039","PL","Poland","Warmia-Masuria","Nidzica"
"764067","PL","Poland","Lesser Poland Voivodeship","Nawojowa"
"764100","PL","Poland","Mazovia","Nasielsk"
"764117","PL","Poland","Subcarpathian Voivodeship","Gmina Narol"
"764145","PL","Poland","Lublin","Naleczow"
"764156","PL","Poland","Subcarpathian Voivodeship","Nagoszyn"
"764187","PL","Poland","Mazovia","Nadma"
"764194","PL","Poland","Mazovia","Nadarzyn"
"764226","PL","Poland","Mazovia","Mysiadlo"
"764241","PL","Poland","Lesser Poland Voivodeship","Muszyna"
"764269","PL","Poland","Mazovia","Mszczonów"
"764276","PL","Poland","Lesser Poland Voivodeship","Mszana Dolna"
"764292","PL","Poland","Mazovia","Mrozy"
"764296","PL","Poland","Subcarpathian Voivodeship","Mrowla"
"764312","PL","Poland","Warmia-Masuria","Mragowo"
"764324","PL","Poland","Lublin","Motycz"
"764343","PL","Poland","Lesser Poland Voivodeship","Moszczenica"
"752967","PL","Poland","Mazovia","Żyrardów"
"753004","PL","Poland","Mazovia","Zwolen"
"753056","PL","Poland","Subcarpathian Voivodeship","Zurawica"
"753119","PL","Poland","Subcarpathian Voivodeship","Zrecin"
"753140","PL","Poland","Lublin","Zolkiewka"
"753178","PL","Poland","Lublin","Gmina Żmudź"
"753200","PL","Poland","Mazovia","Złotokłos"
"753221","PL","Poland","Świętokrzyskie","Gmina Złota"
"753222","PL","Poland","Lesser Poland Voivodeship","Zlota"
"753276","PL","Poland","Mazovia","Zielonka"
"753309","PL","Poland","Mazovia","Zgorzala"
"753319","PL","Poland","Subcarpathian Voivodeship","Zglobien"
"753320","PL","Poland","Lesser Poland Voivodeship","Zglobice"
"753394","PL","Poland","Mazovia","Żelechów"
"753418","PL","Poland","Mazovia","Zegrze"
"753611","PL","Poland","Świętokrzyskie","Zawichost"
"753655","PL","Poland","Mazovia","Zawady"
"753681","PL","Poland","Lesser Poland Voivodeship","Zawada Lanckoronska"
"753742","PL","Poland","Podlasie","Zascianki"
"753787","PL","Poland","Łódź Voivodeship","Zarnow"
"753803","PL","Poland","Podlasie","Zareby"
"753866","PL","Poland","Lublin","Zamość"
"753877","PL","Poland","Mazovia","Zamienie"
"753895","PL","Poland","Podlasie","Zambrów"
"753912","PL","Poland","Mazovia","Zaluski"
"753943","PL","Poland","Subcarpathian Voivodeship","Zaleszany"
"753955","PL","Poland","Mazovia","Zalesie Górne"
"754027","PL","Poland","Lublin","Zakrzowek"
"754069","PL","Poland","Mazovia","Zakroczym"
"754090","PL","Poland","Subcarpathian Voivodeship","Zaklikow"
"754092","PL","Poland","Lesser Poland Voivodeship","Gmina Zakliczyn"
"754174","PL","Poland","Subcarpathian Voivodeship","Zagorzyce"
"754195","PL","Poland","Subcarpathian Voivodeship","Zagorz"
"754210","PL","Poland","Świętokrzyskie","Zagnansk"
"754315","PL","Poland","Mazovia","Zaborow"
"754319","PL","Poland","Subcarpathian Voivodeship","Zaborow"
"754331","PL","Poland","Podlasie","Zabłudów"
"754351","PL","Poland","Mazovia","Ząbki"
"754364","PL","Poland","Lesser Poland Voivodeship","Zabierzow Bochenski"
"754386","PL","Poland","Mazovia","Gmina Żabia Wola"
"754451","PL","Poland","Mazovia","Wyszogrod"
"754454","PL","Poland","Mazovia","Wyszków"
"754479","PL","Poland","Podlasie","Wysokie Mazowieckie"
"754730","PL","Poland","Subcarpathian Voivodeship","Wrocanka"
"754752","PL","Poland","Warmia-Masuria","Woszczele"
"754800","PL","Poland","Mazovia","Wołomin"
"755034","PL","Poland","Mazovia","Wolka"
"755058","PL","Poland","Mazovia","Wolica"
"755145","PL","Poland","Lesser Poland Voivodeship","Wola Rzedzinska"
"755184","PL","Poland","Mazovia","Wola Pawlowska"
"755330","PL","Poland","Mazovia","Wola"
"755345","PL","Poland","Warmia-Masuria","Wojtowo"
"755390","PL","Poland","Lesser Poland Voivodeship","Wojnicz"
"755474","PL","Poland","Lublin","Wlodawa"
"755692","PL","Poland","Mazovia","Wilga"
"755697","PL","Poland","Świętokrzyskie","Wilczyce"
"755861","PL","Poland","Lesser Poland Voivodeship","Wieloglowy"
"755886","PL","Poland","Mazovia","Wieliszew"
"768905","PL","Poland","Mazovia","Kobylka"
"769028","PL","Poland","Mazovia","Klonowa"
"769063","PL","Poland","Lesser Poland Voivodeship","Klimkowka"
"769103","PL","Poland","Lublin","Klementowice"
"769106","PL","Poland","Mazovia","Klembow"
"769184","PL","Poland","Warmia-Masuria","Kiezliny"
"769212","PL","Poland","Mazovia","Kierszek"
"769250","PL","Poland","Świętokrzyskie","Kielce"
"769274","PL","Poland","Warmia-Masuria","Kętrzyn"
"769345","PL","Poland","Lublin","Kazimierz Dolny"
"769346","PL","Poland","Świętokrzyskie","Kazimierza Wielka"
"769480","PL","Poland","Lublin","Karolowka"
"769534","PL","Poland","Lublin","Karczmiska"
"769539","PL","Poland","Mazovia","Karczew"
"769591","PL","Poland","Subcarpathian Voivodeship","Kanczuga"
"769600","PL","Poland","Mazovia","Kampinos"
"769609","PL","Poland","Lesser Poland Voivodeship","Kamionka Wielka"
"769642","PL","Poland","Lublin","Kamionka"
"769695","PL","Poland","Mazovia","Kamienica"
"769719","PL","Poland","Subcarpathian Voivodeship","Kamien"
"769899","PL","Poland","Łódź Voivodeship","Justynow"
"769908","PL","Poland","Podlasie","Jurowce"
"769961","PL","Poland","Podlasie","Juchnowiec Koscielny"
"769981","PL","Poland","Mazovia","Jozefow"
"769985","PL","Poland","Mazovia","Jozefow"
"770008","PL","Poland","Mazovia","Jozefoslaw"
"770025","PL","Poland","Warmia-Masuria","Jonkowo"
